character,round,image_number,frame_id,pose_index,action,output_file,source_sha256,crop_source,crop_x,crop_y,crop_w,crop_h,output_sha256,source_replaced,manual_applied
粉藍星星,ROUND_2,8,84,4,「貼臉尖叫」釋放／收招,粉藍星星/ROUND_2/20_「貼臉尖叫」釋放_收招/84.webp,c9b8240ef26704f7de6d05a8fe0f07b6efd5b1eb2a97f96c469629d3a995ed77,manual,4,258,268,254,529e2de42968e6645740b33e848f2b46c053d588b4f590b808e7858968e0c66c,False,True
粉藍星星,ROUND_2,8,85,5,「貼臉尖叫」釋放／收招,粉藍星星/ROUND_2/20_「貼臉尖叫」釋放_收招/85.webp,c9b8240ef26704f7de6d05a8fe0f07b6efd5b1eb2a97f96c469629d3a995ed77,manual,273,258,241,245,6fae4f3c6f75450c40e63710c579209ebeb1d32aa58717d14e9a3085bb38901e,False,True
粉藍星星,ROUND_2,8,86,6,「貼臉尖叫」釋放／收招,粉藍星星/ROUND_2/20_「貼臉尖叫」釋放_收招/86.webp,c9b8240ef26704f7de6d05a8fe0f07b6efd5b1eb2a97f96c469629d3a995ed77,manual,511,268,257,234,e7c676cbf74e5168660a5b940532c1e3cee18216ec4406bf4398c9e71270605c,False,True
粉藍星星,ROUND_2,9,91,1,變身 VFX,粉藍星星/ROUND_2/21_變身_VFX/91.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,0,0,246,247,e82fadb92a20d8ee854c1e7584f50a6f94dd040123bff80b5ebc6cbf7b1389ac,False,True
粉藍星星,ROUND_2,9,92,2,變身 VFX,粉藍星星/ROUND_2/21_變身_VFX/92.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,261,0,249,258,38a94267ea8beed1c4476179e8e550c93ff3e447ac7245b89b3c0344ce60ece8,False,True
粉藍星星,ROUND_2,9,93,3,變身 VFX,粉藍星星/ROUND_2/21_變身_VFX/93.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,524,0,243,256,affab720f5f051e2c886e5d0042921393367c451180a0f7c7d9cecbaaa8ebab3,False,True
粉藍星星,ROUND_2,9,94,4,Lv1 貼臉聲波,粉藍星星/ROUND_2/22_Lv1_貼臉聲波/94.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,0,262,221,210,279c5633e5ef8bde926deca34fc602ad58b737f720f4185250ba78a354da7a35,False,True
粉藍星星,ROUND_2,9,95,5,Lv2 貼臉聲波,粉藍星星/ROUND_2/23_Lv2_貼臉聲波/95.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,258,260,248,240,b98f3fd1b74b94f4455cf0f13e747d7db1e209e2da88792a9d5778674f052233,False,True
粉藍星星,ROUND_2,9,96,6,Lv3 恐怖尖叫,粉藍星星/ROUND_2/24_Lv3_恐怖尖叫/96.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,506,244,255,269,bb668945aa48138429911589e4d1193e46c493c61a08de1100fff653e7f6a4ff,False,True
粉藍星星,ROUND_2,9,97,7,Finisher／地面震波／覺醒 VFX,粉藍星星/ROUND_2/25_Finisher_地面震波_覺醒_VFX/97.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,0,486,256,282,75b9b3eb54983fa794bbeee579b8037e7456c3b507d1794771799955cb7cfab1,False,True
粉藍星星,ROUND_2,9,98,8,Finisher／地面震波／覺醒 VFX,粉藍星星/ROUND_2/25_Finisher_地面震波_覺醒_VFX/98.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,253,495,254,267,c212c7a269b06ee4351a926ecd26d759c231e4644ce0385a7db28393e2d1dc0e,False,True
粉藍星星,ROUND_2,9,99,9,Finisher／地面震波／覺醒 VFX,粉藍星星/ROUND_2/25_Finisher_地面震波_覺醒_VFX/99.webp,0f0d141fbff9cc678e98e1ec4419ca015c2cca46ea3846c7055f5350ec8c03e6,manual,516,499,237,269,5201faade10036a6d67bf237d4c4231d5f48fa241c8d1154cfe6894940b6b25e,False,True
粉藍星星,ROUND_2,10,101,1,TRUE FACE 最終 Finisher,粉藍星星/ROUND_2/26_TRUE_FACE_最終_Finisher/101.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,detected_or_manifest,0,0,271,293,d52dc9aeeea8165afd52943895a213bd53a1b793359d150c2d327a7670f492b1,False,False
粉藍星星,ROUND_2,10,102,2,TRUE FACE 最終 Finisher,粉藍星星/ROUND_2/26_TRUE_FACE_最終_Finisher/102.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,manual,256,27,261,270,e63b7e08cf045ebb5b7a25b1167eb09a6dd13a49349c5e091143576b90c46e89,False,True
粉藍星星,ROUND_2,10,103,3,TRUE FACE 最終 Finisher,粉藍星星/ROUND_2/26_TRUE_FACE_最終_Finisher/103.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,manual,519,11,249,266,bf98c8545280f04c3f993ddd8f2bf58298830776e946e5416f697e645aa8e2e7,False,True
粉藍星星,ROUND_2,10,104,4,TRUE FACE 最終 Finisher,粉藍星星/ROUND_2/26_TRUE_FACE_最終_Finisher/104.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,manual,0,293,258,213,b8df0f339d6c3a648982b00cff4037fe55d15c983f8cbc099e0e665d699a9d67,False,True
粉藍星星,ROUND_2,10,105,5,TRUE FACE 最終 Finisher,粉藍星星/ROUND_2/26_TRUE_FACE_最終_Finisher/105.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,manual,250,303,287,224,938ef536431223b4c98fd8559b1d2c1eed8c9dbf19f2e9f4d1b3d3801abbacf4,False,True
粉藍星星,ROUND_2,10,106,6,TRUE FACE 力竭,粉藍星星/ROUND_2/27_TRUE_FACE_力竭/106.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,detected_or_manifest,512,256,256,256,26a07336e511b4f1c0dab647aec29e94f35cb235f42c153b7618c8c27d11f079,False,False
粉藍星星,ROUND_2,10,107,7,「假面崩潰」逆變身,粉藍星星/ROUND_2/28_「假面崩潰」逆變身/107.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,manual,10,508,242,247,d8c6c0b705badabd0c033dc4dbc1be816e55dc0606031659e77d5cfb515a9317,False,True
粉藍星星,ROUND_2,10,108,8,「假面崩潰」逆變身,粉藍星星/ROUND_2/28_「假面崩潰」逆變身/108.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,detected_or_manifest,256,512,256,256,c77660f312d99e8c24d6e5df3382d398a0e2d670dc99d1cacfbc28361c34aeec,False,False
粉藍星星,ROUND_2,10,109,9,回到普通粉藍星星,粉藍星星/ROUND_2/29_回到普通粉藍星星/109.webp,d8ab8000ad08214219d1e429b0bbf783602fea19434df1512a1c4b7410666884,detected_or_manifest,512,512,256,256,b4199bc00eef4595c1dc023b9ae0b7a4670b53c7a114b6f88890fa7858846228,False,False
蘸醬胡渣狗,ROUND_1,1,13,3,待機／看碗／聞飯,蘸醬胡渣狗/ROUND_1/01_待機_看碗_聞飯/13.webp,aaa91ac02976394added7d3c875c59f17d2ae6af834e62589fe6a2e33a2279d9,detected_or_manifest,506,9,244,237,600a897e5b9dca0661de5e1532a0af0536852dd5afd51a513524597058860b11,False,False
蘸醬胡渣狗,ROUND_1,2,25,5,跳躍,蘸醬胡渣狗/ROUND_1/05_跳躍/25.webp,8e119646254e98a361cf012e09ff072bf83d45b23d24bbcfc6adabc5c9668cc3,detected_or_manifest,276,270,248,223,be7583c15b6896d9b37b1038658df90dc3e790f1f5a2d6e9da8fd999c3f99893,False,False
蘸醬胡渣狗,ROUND_1,4,44,4,重攻「破碗敲頭」,蘸醬胡渣狗/ROUND_1/08_重攻「破碗敲頭」/44.webp,76e45cdc49ce4f9a3c7664287cc78e2361b2e0fb45616ac7afed0b03cd90d303,detected_or_manifest,12,239,255,273,7e7c9e718cc9e406ac8aee574264f91b503e7f8499118c3fd1d4f8c033db49b9,False,False
蘸醬胡渣狗,ROUND_1,4,45,5,重攻「破碗敲頭」,蘸醬胡渣狗/ROUND_1/08_重攻「破碗敲頭」/45.webp,76e45cdc49ce4f9a3c7664287cc78e2361b2e0fb45616ac7afed0b03cd90d303,detected_or_manifest,268,248,253,264,23eb67dace50ee4e7e0785fa08dd75884eda7eda21fc4e738a973439ce9484e2,False,False
蘸醬胡渣狗,ROUND_1,6,61,1,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/61.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,detected_or_manifest,0,0,256,256,d945d7fbd4a43b03fc96bcf7cd740d554c654ac8e6aa9b5c6b9b1ea0e49dd83b,False,False
蘸醬胡渣狗,ROUND_1,6,62,2,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/62.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,detected_or_manifest,256,0,256,256,4639d2e02aeb15f015e722d05cc57974b79913c9760e6d2b92c5f51310a72d65,False,False
蘸醬胡渣狗,ROUND_1,6,63,3,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/63.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,detected_or_manifest,512,0,256,256,51965eaa1b410fc0f2e77ac2359e529fcb6f5a6e08c2485d6a9f623476109378,False,False
蘸醬胡渣狗,ROUND_1,6,64,4,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/64.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,manual,0,238,271,216,884b32c07dd7f3bdea3552a52d8e74ca8273cfa836288fa1c5ead82593bac56e,False,True
蘸醬胡渣狗,ROUND_1,6,65,5,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/65.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,detected_or_manifest,266,261,283,188,3ab6e8ead04c7c2aea69fa7378c0187f24d750dab964848099a69119fb0aad42,False,False
蘸醬胡渣狗,ROUND_1,6,66,6,空中攻擊「搶飯飛撲」,蘸醬胡渣狗/ROUND_1/10_空中攻擊「搶飯飛撲」/66.webp,2538173e1e26effed4403704b88ba92f8b9ed1909200097a1d8cae9a6d302999,manual,553,256,215,249,bea35bd682fc9f623b12c87461f5c52f28d35751f91693bf3cc7ed357ff06b23,False,True
蘸醬胡渣狗,ROUND_1,7,71,1,站防「破碗遮臉」,蘸醬胡渣狗/ROUND_1/11_站防「破碗遮臉」/71.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,manual,4,0,253,269,b5635e0aeb03455c2d5816fb6f6d7f4ac5ab27652f469fb5762f39474bdcdea5,False,True
蘸醬胡渣狗,ROUND_1,7,72,2,站防 Impact,蘸醬胡渣狗/ROUND_1/12_站防_Impact/72.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,detected_or_manifest,263,0,256,269,ba54580273c91d52b85c879a9778a48edbfcbdfacc5a7d480e7c01f4b8f77c2d,False,False
蘸醬胡渣狗,ROUND_1,7,73,3,站防硬直,蘸醬胡渣狗/ROUND_1/13_站防硬直/73.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,detected_or_manifest,524,0,244,276,e85095c130f3a61b5bcdcb3b7e61609713094ddd487f68f501c85f059a5f0549,False,False
蘸醬胡渣狗,ROUND_1,7,74,4,蹲防,蘸醬胡渣狗/ROUND_1/14_蹲防/74.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,manual,9,268,245,244,bc71e60bfe1f38cf3bd986eb9778bd94ad280c20846b9dd23954592fbf5fb90d,False,True
蘸醬胡渣狗,ROUND_1,7,75,5,蹲防 Impact,蘸醬胡渣狗/ROUND_1/15_蹲防_Impact/75.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,detected_or_manifest,256,256,256,256,bd5fb603cf8a1213e07d412a685ce77a2887e890ccb2eefaa71e06558c8d87f9,False,False
蘸醬胡渣狗,ROUND_1,7,76,6,蹲防硬直,蘸醬胡渣狗/ROUND_1/16_蹲防硬直/76.webp,e7051adf7e2fc697b26e3abdca503a017d3359d416a5729ebe798f8e2c6aa6fd,detected_or_manifest,512,256,256,256,afe51280d73e06d4675bac829e6c8a476dd0699ac220e940af5f882f979dbc49,False,False
蘸醬胡渣狗,ROUND_1,8,81,1,上段受擊,蘸醬胡渣狗/ROUND_1/17_上段受擊/81.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,0,0,256,256,f3096d304ab13085638bd031aab7c220ad7d0ade197fbb6a6f19709c28e086b8,False,False
蘸醬胡渣狗,ROUND_1,8,82,2,臉部受擊,蘸醬胡渣狗/ROUND_1/18_臉部受擊/82.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,256,0,256,256,9cb35fd3fa6ccc008798b2c09c1b3dc01010cf48a7e07af294dbaef0f9ff20bc,False,False
蘸醬胡渣狗,ROUND_1,8,85,5,Heavy Hit Reel,蘸醬胡渣狗/ROUND_1/21_Heavy_Hit_Reel/85.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,259,238,269,270,883cea7489209f9aec21b14756ac1e8bfc2880435dcf1fd438a46dc42db5aca6,False,False
蘸醬胡渣狗,ROUND_1,8,86,6,受擊恢復,蘸醬胡渣狗/ROUND_1/22_受擊恢復/86.webp,8f91f9d9aa9a3df3fdf889a4f599e6b558890d0cce5a11e78034d29b7a3a5dea,detected_or_manifest,531,248,237,264,7652ea6f287ded219e9687d89242316f612bdf4c82b1211c05290cd6fd7f621f,False,False
蘸醬胡渣狗,ROUND_1,9,91,1,空破碗 Master,蘸醬胡渣狗/ROUND_1/23_空破碗_Master/91.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,0,8,261,248,3395467bae3c97df7e27ba21e6416e8150bc0b1f0ce587143c9294da5e8aee81,False,False
蘸醬胡渣狗,ROUND_1,9,96,6,破碗震動／局部醬汁灑出模組,蘸醬胡渣狗/ROUND_1/28_破碗震動_局部醬汁灑出模組/96.webp,6e7e1d2327f9bcb24ce21c42f317bf1c5f94b6dab751f365c718aeb1f8c68e7a,detected_or_manifest,524,265,244,244,a18953832a71c06e8dcbe87ad37150272c4aa87f4d8d4f17470c2d39a2cee548,False,False
蘸醬胡渣狗,ROUND_2,1,12,2,前衝,蘸醬胡渣狗/ROUND_2/01_前衝/12.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,manual,251,0,273,248,27c87e0472a7a2bb2bd9e1d4ce3d3f5f70e16adb6478f70e5c94915b44a37319,False,True
蘸醬胡渣狗,ROUND_2,1,15,5,後撤,蘸醬胡渣狗/ROUND_2/02_後撤/15.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,detected_or_manifest,233,256,277,245,7d9fd151c119f3597c2e2b3e329e12e2a7cae07f6bc61193ca4ea469f89e7811,False,False
蘸醬胡渣狗,ROUND_2,1,16,6,後撤,蘸醬胡渣狗/ROUND_2/02_後撤/16.webp,e77d81395d4aec3be85031dcb16a857da451b7cb3507e3f29553a591a84fad01,detected_or_manifest,512,256,256,256,135790753498151ce124702d0fa2e947de9442fcbe0579e338fcdf08af32cb98,False,False
蘸醬胡渣狗,ROUND_2,2,21,1,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/21.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,0,19,289,220,dab3b6ee5a86b532fad4878d964dc52d3c9fc8097dcd1fd2a56bee2cfe51b09d,False,False
蘸醬胡渣狗,ROUND_2,2,22,2,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/22.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,295,0,234,248,59a255b9038b37007925fb2fa2254daab8bffd5baa83b05bb9497013d4cf0975,False,False
蘸醬胡渣狗,ROUND_2,2,26,6,投技「有飯一起滾」,蘸醬胡渣狗/ROUND_2/03_投技「有飯一起滾」/26.webp,8bc578f7dacc1bb98161bab324c75820c23e58529c46a2b8b708324d574860ec,detected_or_manifest,498,256,270,228,3f90652e39e764b2922095701a04f74a5048148c52c6fc4cd4f6c9999c568ccd,False,False
蘸醬胡渣狗,ROUND_2,3,31,1,強擊後仰,蘸醬胡渣狗/ROUND_2/04_強擊後仰/31.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,0,0,273,261,e370f9acf9e618046ed3ac375e14a6b6f7c84d654c19426e07fb0128513bdd4f,False,False
蘸醬胡渣狗,ROUND_2,3,34,4,Knockdown Impact,蘸醬胡渣狗/ROUND_2/07_Knockdown_Impact/34.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,0,272,267,241,f90a33358721ef96b0bd0b33f399d346d0bfd020e5351d57c414debc4b238e8e,False,False
蘸醬胡渣狗,ROUND_2,3,35,5,Knockdown Hold,蘸醬胡渣狗/ROUND_2/08_Knockdown_Hold/35.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,256,256,256,256,129c7a2a54bd8dab4870f615418f558703ddd0796550a74b633624e012ebf8a6,False,False
蘸醬胡渣狗,ROUND_2,3,36,6,Soft Knockdown Recovery,蘸醬胡渣狗/ROUND_2/09_Soft_Knockdown_Recovery/36.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,523,284,232,201,b0c166a59dd6f0d65055d5f1e13000dfc0be4947d880eafa5c814e97aaff3225,False,False
蘸醬胡渣狗,ROUND_2,3,38,8,起身後段,蘸醬胡渣狗/ROUND_2/11_起身後段/38.webp,48999b8ef8d28bcef9f7e57ef1c382b2c6f0f64e1dae73c0b340c18f5c70fbcc,detected_or_manifest,278,492,215,275,4cda8f03c4755056a77c5b19f6e57ae139c0ff77213a8e837bb66cc21ded7279,False,False
蘸醬胡渣狗,ROUND_2,4,43,3,Maximum Charge,蘸醬胡渣狗/ROUND_2/15_Maximum_Charge/43.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,493,13,255,235,c01668c020efc72338504bb0c1103037618c3b0297c85da344ab7d269ddb3b31,False,False
蘸醬胡渣狗,ROUND_2,4,45,5,黏醬飛射,蘸醬胡渣狗/ROUND_2/17_黏醬飛射/45.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,255,257,285,243,4bfd13ce97c53bb1c592f921ba38ad8ca31af1ceeca779f58d4f219fe20bef2c,False,False
蘸醬胡渣狗,ROUND_2,4,46,6,後座／Recovery,蘸醬胡渣狗/ROUND_2/18_後座_Recovery/46.webp,e576922881c0889ad25bf772ac84cfda1bc43349ab95e034bf3249b16ab4eb86,detected_or_manifest,543,248,221,264,dde659f4001523b36f10638768048280bd0f3536130099e4b8817f7e5ef636d5,False,False
蘸醬胡渣狗,ROUND_2,5,51,1,Lv1「剩醬一甩」,蘸醬胡渣狗/ROUND_2/19_Lv1「剩醬一甩」/51.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,293,224,240,228,5fce5552a6cdc07e05feca8608516ef218eebce733ed8a05d277ed959b8870b2,False,True
蘸醬胡渣狗,ROUND_2,5,52,2,Lv1「剩醬一甩」,蘸醬胡渣狗/ROUND_2/19_Lv1「剩醬一甩」/52.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,255,41,291,186,ebadbf52b61557ea2aba7d6a511ae4d724bf30b487c9a97ba78a29bb68538a21,False,True
蘸醬胡渣狗,ROUND_2,5,53,3,Lv1「剩醬一甩」,蘸醬胡渣狗/ROUND_2/19_Lv1「剩醬一甩」/53.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,516,11,241,235,9e7e8e8ea7303a3f663e49bf42ca488282e2894025aa9485bfec2de3ee957747,False,True
蘸醬胡渣狗,ROUND_2,5,54,4,Lv2「整碗潑出去」,蘸醬胡渣狗/ROUND_2/20_Lv2「整碗潑出去」/54.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,10,232,276,173,059096a6d2671dbf96c503a6821bc0037680b2693c4b3245e589c1360d59aec1,False,True
蘸醬胡渣狗,ROUND_2,5,55,5,Lv2「整碗潑出去」,蘸醬胡渣狗/ROUND_2/20_Lv2「整碗潑出去」/55.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,0,30,319,278,fd366a2a7a64e427bbd0e993f2123b8a3e89f50e420607e298282701184714c8,False,True
蘸醬胡渣狗,ROUND_2,5,56,6,Lv2「整碗潑出去」,蘸醬胡渣狗/ROUND_2/20_Lv2「整碗潑出去」/56.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,545,238,213,216,bd4b9e3479a6b182753f1970211613ec3f77555b147201110eb3c70bd638dd7e,False,True
蘸醬胡渣狗,ROUND_2,5,57,7,Lv3「陳年老醬」,蘸醬胡渣狗/ROUND_2/21_Lv3「陳年老醬」/57.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,0,451,302,230,412af49ceefa94c4da583040e5054a4b65a264a05523a3df7d580c9c69ff722d,False,True
蘸醬胡渣狗,ROUND_2,5,58,8,Lv3「陳年老醬」,蘸醬胡渣狗/ROUND_2/21_Lv3「陳年老醬」/58.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,300,449,255,273,a46cdc53a01e4276a65c3995aad72a3164493dd1702d3cd21c89eaccc890b9c8,False,True
蘸醬胡渣狗,ROUND_2,5,59,9,Lv3「陳年老醬」,蘸醬胡渣狗/ROUND_2/21_Lv3「陳年老醬」/59.webp,8cc55bd44c478596bb0abd174e337450957d372bdb1ec0029d62c1b1948353c0,manual,548,447,219,321,271e69e4cbdfe6594982f3296dd82ac44fd8227f525524697ead1089b090bda0,False,True
蘸醬胡渣狗,ROUND_2,6,62,2,Blink Rush 起跑準備,蘸醬胡渣狗/ROUND_2/23_Blink_Rush_起跑準備/62.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,256,0,256,256,b3c030d6bf147c307e29fbc553225f349a17f92c7fcc559f794c0fe5c8ae85b0,False,False
蘸醬胡渣狗,ROUND_2,6,63,3,Rush Pass 1,蘸醬胡渣狗/ROUND_2/24_Rush_Pass_1/63.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,512,0,256,256,5c689c13f9949618feabe6e2f4c1d13d59a94191069df9290fda6e37968690d3,False,False
蘸醬胡渣狗,ROUND_2,6,64,4,Rush Pass 2,蘸醬胡渣狗/ROUND_2/25_Rush_Pass_2/64.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,0,254,258,228,5f36aa31103f21cb7462465f5189897aa9b9bfd144c5dd85b2bf2f01e1408fc3,False,False
蘸醬胡渣狗,ROUND_2,6,65,5,Rush Pass 3,蘸醬胡渣狗/ROUND_2/26_Rush_Pass_3/65.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,256,256,256,256,e204f63cff16417241abf07072b572f8abbe5134cc74566f84227ea9f2acfad1,False,False
蘸醬胡渣狗,ROUND_2,6,66,6,Rush Pass 4,蘸醬胡渣狗/ROUND_2/27_Rush_Pass_4/66.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,512,256,256,256,879efb73a308fadabffbf44ea29e6dc127f1b412c9ba8ac67e22773137db1791,False,False
蘸醬胡渣狗,ROUND_2,6,67,7,第四次衝刺後煞停,蘸醬胡渣狗/ROUND_2/28_第四次衝刺後煞停/67.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,0,492,253,247,7aeac50f9718d37a081f0d87bd2c6404259d51e43a93eb7834f0493c2ad1007d,False,False
蘸醬胡渣狗,ROUND_2,6,68,8,SAUCE EXPLOSION 蓄爆,蘸醬胡渣狗/ROUND_2/29_SAUCE_EXPLOSION_蓄爆/68.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,256,512,256,256,75ab37be957b4138a5e3bfdc2060d6380b0058c91ebda89c01468d161a0c44af,False,False
蘸醬胡渣狗,ROUND_2,6,69,9,爆炸後座／Ultimate Recovery,蘸醬胡渣狗/ROUND_2/30_爆炸後座_Ultimate_Recovery/69.webp,964e4f4e92eee8d7a3afa277b34cac6b2415b12a787a0d9c71b73df323d5e293,detected_or_manifest,512,512,256,256,21e88d5afb775e620ced2a7ee599628c1c5db96a119f718b71a3a931d93100d3,False,False
蘸醬胡渣狗,ROUND_2,7,71,1,短醬汁路徑預告,蘸醬胡渣狗/ROUND_2/31_短醬汁路徑預告/71.webp,849d80ecd707d51e1d69988ab21418c8ab89ee34cec55ff669a3023553d7ce22,manual,20,51,226,205,113f5c023994c43b529321fbd4eb0ebbacb1f2d9f9e90a64c4939fd07ef21cf2,False,True
蘸醬胡渣狗,ROUND_2,7,72,2,中距離 Rush Warning,蘸醬胡渣狗/ROUND_2/32_中距離_Rush_Warning/72.webp,849d80ecd707d51e1d69988ab21418c8ab89ee34cec55ff669a3023553d7ce22,manual,252,67,258,189,68851e7ba64f0192656b242fe9d0da926292aa0863de3a70edc34cd9bf4a7c15,False,True
蘸醬胡渣狗,ROUND_2,7,73,3,Blink Entry Puff,蘸醬胡渣狗/ROUND_2/33_Blink_Entry_Puff/73.webp,849d80ecd707d51e1d69988ab21418c8ab89ee34cec55ff669a3023553d7ce22,manual,502,48,257,208,859b8456ad439c910a849d33a51107be89bcff02893934a7312cfae1d411e0bc,False,True
蘸醬胡渣狗,ROUND_2,7,74,4,Rush Pass 1 水平軌跡,蘸醬胡渣狗/ROUND_2/34_Rush_Pass_1_水平軌跡/74.webp,849d80ecd707d51e1d69988ab21418c8ab89ee34cec55ff669a3023553d7ce22,detected_or_manifest,0,256,256,256,1d047a01a765e54ebb76a38b33d8b769dda9c0286b97aa70f09ea5098a305ee1,False,False
